cve_periodo,cve_institucion,Concentracion,Monto_Acumulado,Participacion_Acumulada
201509,040044,Cliente 100,44915869182,0.5962
201601,040002,Cliente 8,34801585133,0.1606
201512,040014,Cliente 1000,1.8017E+11,0.7157
201610,040036,Cliente 7,54532318930,0.3241
201612,040044,Cliente 11,22727921723,0.2347
201508,040014,Cliente 150,1.02643E+11,0.4502
201604,040002,Cliente 3,9318168596,0.047
201508,040012,Cliente 11,45340329667,0.1476
201603,040036,Cliente 150,1.47469E+11,0.9385
201610,040044,Cliente 70,47842387130,0.514
201611,040002,Cliente 130,1.20271E+11,0.4897
201511,040002,Cliente 400,1.37189E+11,0.6671
201505,040036,Cliente 16,77682009430,0.4934
201612,040012,Cliente 110,1.67836E+11,0.4302
201612,040014,Cliente 80,1.03698E+11,0.3764
201505,040036,Cliente 30,1.04642E+11,0.6646
201611,040002,Cliente 1,10024969292,0.0408
201511,040044,Cliente 13,20910930505,0.2764
201507,040002,Cliente 16,33699889549,0.1818
201507,040002,Cliente 1,9024637994,0.0487
201608,040014,Cliente 20,70004114303,0.2524
201604,040014,Cliente 300,1.31271E+11,0.5414
201503,040002,Cliente 120,87811248822,0.4839
201505,040036,Cliente 500,1.55813E+11,0.9896
201608,040021,Cliente 19,32717910685,0.2473
201502,040044,Cliente 11,12332302636,0.2055
201602,040044,Cliente 80,44898343189,0.549
201604,040021,Cliente 11,23985646237,0.1828
201501,040044,Cliente 2,3462331578,0.058
201601,040021,Cliente 30,44773977905,0.3461
201610,040044,Cliente 150,62706888424,0.6738
201607,040072,Cliente 2,7864452066,0.0407
201606,040021,Cliente 2,7356400032,0.0543
201508,040014,Cliente 10,35355337987,0.1551
201608,040036,Cliente 2,17920956461,0.1139
201509,040014,Cliente 1,8863517813,0.0367
201605,040044,Cliente 1000,83197109626,0.9867
201504,040012,Cliente 90,1.26057E+11,0.4263
201511,040036,Cliente 8,48283409760,0.3422
201610,040021,Cliente 400,1.19047E+11,0.8733
201611,040036,Cliente 80,1.65728E+11,0.8935
201608,040044,Cliente 11,20643981298,0.2248
201504,040044,Cliente 11,14703882597,0.2353
201601,040021,Cliente 150,90943913250,0.703
201503,040036,Cliente 120,1.35113E+11,0.9121
201510,040021,Cliente 18,32242265562,0.2634
201504,040072,Cliente 160,92327824453,0.5468
201511,040002,Cliente 30,58412030139,0.284
201503,040014,Cliente 18,36937308264,0.1681
201504,040072,Cliente 16,32662954833,0.1934
201503,040036,Cliente 10,53435176658,0.3607
201502,040072,Cliente 7,18627770210,0.1095
201510,040072,Cliente 14,32403635894,0.1871
201601,040012,Cliente 5,32005122716,0.0942
201608,040072,Cliente 7,20375343826,0.1079
201505,040021,Cliente 180,87471115194,0.7443
201611,040036,Cliente 130,1.75042E+11,0.9437
201601,040044,Cliente 200,61406943719,0.7417
201607,040012,Cliente 80,1.44022E+11,0.3913
201611,040072,Cliente 140,1.11016E+11,0.5539
201611,040036,Cliente 60,1.57876E+11,0.8511
201503,040072,Cliente 70,69940209729,0.4119
201501,040044,Cliente 190,42711573278,0.7149
201602,040012,Cliente 11,52036250861,0.1526
201510,040014,Cliente 170,1.08835E+11,0.4576
201501,040002,Cliente 17,30978530464,0.1784
201502,040012,Cliente 30,73550579017,0.2604
201607,040044,Cliente 180,61538000345,0.697
201605,040021,Cliente 15,30353656694,0.2228
201610,040044,Cliente 6,15273249987,0.1641
201503,040021,Cliente 3,9524108284,0.0813
201609,040014,Cliente 10,51943117327,0.1819
201510,040036,Cliente 170,1.34659E+11,0.9449
201509,040012,Cliente 3,19497671393,0.0615
201605,040012,Cliente 15,63606538865,0.1804
201608,040044,Cliente 15,24193566317,0.2635
201512,040072,Cliente 500,1.31562E+11,0.7229
201611,040012,Cliente 18,65953039814,0.1696
201610,040012,Cliente 90,1.42615E+11,0.392
201602,040021,Cliente 70,69166723944,0.5325
201509,040012,Cliente 4,24672114144,0.0778
201512,040021,Cliente 300,1.04814E+11,0.8302
201506,040002,Cliente 5,19414006393,0.1058
201508,040072,Cliente 15,34034300524,0.1992
201504,040014,Cliente 400,1.38445E+11,0.5978
201508,040012,Cliente 13,50168978671,0.1633
201501,040014,Cliente 170,1.0544E+11,0.4794
201510,040072,Cliente 4,12406068094,0.0716
201606,040044,Cliente 140,55722004778,0.647
201605,040002,Cliente 7,20278306654,0.0986
201504,040002,Cliente 30,48791653596,0.2719
201502,040014,Cliente 20,39748403639,0.1836
201502,040012,Cliente 150,1.41833E+11,0.5021
201601,040002,Cliente 4,25618869564,0.1182
201610,040072,Cliente 14,34368727958,0.1778
201604,040012,Cliente 180,1.77774E+11,0.5213
201506,040014,Cliente 50,70444322186,0.3037
201602,040072,Cliente 180,1.12801E+11,0.5986
201610,040002,Cliente 17,40254025639,0.1736
201602,040021,Cliente 100,80033927749,0.6161
201512,040036,Cliente 1,8634330888,0.057
201608,040021,Cliente 150,92495114822,0.6991
201502,040002,Cliente 4,10355423544,0.0603
201607,040014,Cliente 1000,1.95937E+11,0.7276
201511,040012,Cliente 9,40336843141,0.1258
201507,040044,Cliente 500,59391956950,0.9051
201512,040014,Cliente 3,19814796510,0.0787
201610,040072,Cliente 300,1.27696E+11,0.6605
201505,040012,Cliente 300,1.83121E+11,0.6112
201603,040014,Cliente 180,1.14757E+11,0.4768
201602,040021,Cliente 80,73202357084,0.5635
201604,040014,Cliente 6,29048339368,0.1198
201604,040072,Cliente 50,70641077986,0.3839
201512,040044,Cliente 180,55606016579,0.7136
201506,040014,Cliente 100,93331663686,0.4024
201510,040014,Cliente 30,53316346286,0.2242
201504,040014,Cliente 20,48144308365,0.2079
201503,040014,Cliente 13,31295522455,0.1424
201603,040072,Cliente 80,86923018161,0.4663
201603,040012,Cliente 200,1.85678E+11,0.5437
201602,040072,Cliente 500,1.37088E+11,0.7275
201605,040002,Cliente 13,29715319472,0.1445
201601,040072,Cliente 3,12220136137,0.0661
201512,040072,Cliente 50,72120921655,0.3963
201603,040014,Cliente 190,1.16441E+11,0.4838
201506,040002,Cliente 8,24711319803,0.1347
201601,040072,Cliente 40,66047930054,0.3571
201609,040044,Cliente 500,83125303032,0.9002
201502,040002,Cliente 14,26837301951,0.1562
201512,040072,Cliente 400,1.26946E+11,0.6975
201501,040012,Cliente 17,56406904098,0.1991
201601,040044,Cliente 11,21830318719,0.2637
201612,040002,Cliente 5,17403785002,0.0714
201603,040012,Cliente 3,21113348613,0.0618
201611,040072,Cliente 10,26653272619,0.133
201608,040036,Cliente 190,1.50746E+11,0.9583
201601,040044,Cliente 50,39218413493,0.4737
201610,040002,Cliente 19,42984730198,0.1854
201508,040036,Cliente 14,70999630718,0.4645
201605,040044,Cliente 40,33802497834,0.4009
201609,040002,Cliente 500,1.58714E+11,0.6934
201604,040036,Cliente 120,1.43538E+11,0.9201
201502,040002,Cliente 130,81983848039,0.4773
201505,040072,Cliente 16,32872423663,0.1931
201610,040036,Cliente 2,18902137353,0.1123
201506,040014,Cliente 130,1.0172E+11,0.4385
201610,040012,Cliente 14,54306855453,0.1493
201611,040044,Cliente 1,4514969442,0.0467
201609,040014,Cliente 8,46440468951,0.1626
201606,040036,Cliente 130,1.48887E+11,0.9319
201603,040036,Cliente 8,49531186384,0.3152
201509,040036,Cliente 12,64092921259,0.4357
201609,040002,Cliente 11,30937353851,0.1352
201504,040036,Cliente 90,1.37328E+11,0.8779
201607,040044,Cliente 100,50688912871,0.5741
201504,040002,Cliente 140,90365561134,0.5036
201503,040072,Cliente 17,32911909302,0.1938
201608,040021,Cliente 300,1.10082E+11,0.832
201601,040012,Cliente 50,1.10233E+11,0.3245
201607,040002,Cliente 30,55831970913,0.25
201610,040012,Cliente 130,1.63184E+11,0.4486
201510,040012,Cliente 30,80182154184,0.2504
201502,040014,Cliente 70,73555370854,0.3397
201507,040014,Cliente 400,1.35044E+11,0.5881
201502,040002,Cliente 15,28022483766,0.1631
201610,040014,Cliente 2,17685670449,0.0617
201509,040002,Cliente 180,1.10308E+11,0.5522
201611,040021,Cliente 60,68671737027,0.4913
201507,040012,Cliente 12,47090068862,0.1572
201612,040014,Cliente 150,1.28021E+11,0.4646
201504,040072,Cliente 5,14698439458,0.0871
201609,040072,Cliente 7,20477583500,0.1068
201510,040002,Cliente 20,44880068545,0.2242
201604,040021,Cliente 18,33326369598,0.254
201612,040036,Cliente 5,47188229906,0.2662
201501,040036,Cliente 11,53362008887,0.3781
201608,040044,Cliente 19,27058389593,0.2947
201603,040002,Cliente 130,91570849085,0.4597
201612,040021,Cliente 60,68871031734,0.493
201511,040072,Cliente 5,14834037387,0.0844
201611,040014,Cliente 300,1.63189E+11,0.5728
201512,040044,Cliente 13,20656291660,0.2651
201607,040044,Cliente 13,20999110742,0.2378
201611,040036,Cliente 40,1.42746E+11,0.7696
201503,040002,Cliente 10,29538755282,0.1628
201503,040014,Cliente 70,73065885527,0.3326
201605,040014,Cliente 90,91107754109,0.3753
201510,040036,Cliente 70,1.20644E+11,0.8466
201607,040012,Cliente 14,60577471017,0.1646
201603,040072,Cliente 120,98305503546,0.5273
201501,040036,Cliente 40,1.01342E+11,0.7181
201501,040036,Cliente 140,1.30051E+11,0.9216
201507,040014,Cliente 80,83666395523,0.3644
201612,040014,Cliente 60,92701833281,0.3364
201607,040044,Cliente 300,70669093671,0.8004
201604,040012,Cliente 13,55990486445,0.1642
201612,040021,Cliente 15,30794418277,0.2204
201603,040072,Cliente 12,34307691563,0.184
201508,040012,Cliente 110,1.34791E+11,0.4388
201612,040036,Cliente 60,1.50899E+11,0.8513
201604,040072,Cliente 300,1.20702E+11,0.656
201509,040012,Cliente 110,1.41732E+11,0.447
201501,040012,Cliente 190,1.52529E+11,0.5385
201512,040072,Cliente 17,41114303028,0.2259
201602,040044,Cliente 100,48657085918,0.595
201606,040002,Cliente 40,55190015939,0.2596
201508,040002,Cliente 50,62926444062,0.3285
201502,040044,Cliente 160,40562712158,0.6758
201611,040036,Cliente 300,1.82786E+11,0.9854
201608,040044,Cliente 3,10092962289,0.1099
201609,040014,Cliente 100,1.25947E+11,0.4411
201502,040036,Cliente 9,45469945497,0.3264
201506,040072,Cliente 400,1.13711E+11,0.6736
201608,040021,Cliente 20,33863939763,0.256
201606,040021,Cliente 90,79476735547,0.5871
201510,040021,Cliente 5,14130972924,0.1155
201604,040044,Cliente 13,20690891599,0.2499
201512,040021,Cliente 60,61699593237,0.4887
201511,040036,Cliente 20,81323979093,0.5764
201503,040044,Cliente 5,7498102796,0.1281
201612,040036,Cliente 80,1.5847E+11,0.894
201503,040002,Cliente 4,17766882809,0.0979
201506,040044,Cliente 30,22889128589,0.3569
201604,040012,Cliente 6,35441992934,0.1039
201612,040044,Cliente 2,9174479460,0.0947
201508,040012,Cliente 100,1.29938E+11,0.423
201611,040072,Cliente 16,37470037983,0.1869
201507,040044,Cliente 19,19327261637,0.2945
201504,040014,Cliente 9,35214020231,0.1521
201510,040002,Cliente 12,35439780520,0.177
201602,040072,Cliente 150,1.07292E+11,0.5694
201607,040036,Cliente 170,1.49188E+11,0.9511
201601,040014,Cliente 100,1.04198E+11,0.4094
201508,040014,Cliente 9,34050546882,0.1494
201505,040044,Cliente 60,29170516795,0.4692
201602,040036,Cliente 18,87329428308,0.543
201602,040072,Cliente 7,23293489748,0.1236
201509,040002,Cliente 13,40257992469,0.2015
201511,040002,Cliente 40,66004221879,0.3209
201509,040021,Cliente 90,72178463539,0.5972
201510,040044,Cliente 6,14455960354,0.1931
201504,040036,Cliente 3,21143849242,0.1352
201609,040044,Cliente 19,27630255023,0.2992
201506,040012,Cliente 70,1.05792E+11,0.3605
201610,040072,Cliente 180,1.13833E+11,0.5888
201502,040036,Cliente 8,41756254980,0.2997
201610,040021,Cliente 60,66578076600,0.4884
201601,040036,Cliente 19,89315859482,0.5556
201606,040012,Cliente 300,2.18313E+11,0.6056
201501,040014,Cliente 80,82002140975,0.3728
201501,040002,Cliente 100,75907760104,0.4372
201505,040012,Cliente 13,53628173145,0.179
201605,040072,Cliente 70,82484991544,0.4416
201506,040012,Cliente 1,6454641350,0.022
201611,040012,Cliente 7,34515186150,0.0887
201612,040014,Cliente 2,12106692000,0.0439
201606,040036,Cliente 7,48799056038,0.3055
201612,040014,Cliente 15,49556418804,0.1799
201606,040036,Cliente 14,77709662807,0.4864
201603,040021,Cliente 15,30346526465,0.2334
201505,040002,Cliente 190,1.04134E+11,0.5612
201607,040072,Cliente 14,36605359059,0.1894
201601,040072,Cliente 170,1.08397E+11,0.5861
201602,040044,Cliente 160,56367402577,0.6893
201508,040072,Cliente 19,38859683139,0.2275
201605,040021,Cliente 17,32957226201,0.2419
201606,040012,Cliente 7,37892470295,0.1051
201510,040002,Cliente 180,1.07182E+11,0.5354
201502,040012,Cliente 11,43422222192,0.1537
201605,040036,Cliente 190,1.51669E+11,0.9564
201506,040012,Cliente 4,21382621842,0.0729
201502,040002,Cliente 110,76717461296,0.4466
201604,040002,Cliente 110,86832155301,0.4382
201605,040036,Cliente 300,1.55119E+11,0.9782
201501,040021,Cliente 80,71497358067,0.5704
201504,040044,Cliente 120,39062161884,0.6252
201606,040014,Cliente 20,51433356014,0.2009
201604,040014,Cliente 2,14245570521,0.0588
201502,040012,Cliente 2,12778028265,0.0452
201505,040014,Cliente 7,34323896301,0.147
201512,040021,Cliente 20,34323847102,0.2719
201606,040012,Cliente 110,1.61507E+11,0.448
201610,040012,Cliente 12,49136024748,0.1351
201505,040072,Cliente 180,96161903715,0.5649
201604,040014,Cliente 30,57315929930,0.2364
201511,040036,Cliente 180,1.34098E+11,0.9504
201609,040012,Cliente 4,24590627777,0.066
201509,040012,Cliente 8,40681509552,0.1283
201602,040036,Cliente 20,91957338613,0.5718
201506,040036,Cliente 150,1.42322E+11,0.9364
201510,040014,Cliente 90,87090332589,0.3662
201601,040036,Cliente 500,1.59515E+11,0.9923
201508,040072,Cliente 10,27125167608,0.1588
201509,040072,Cliente 7,20273581317,0.1179
201612,040044,Cliente 13,24465533134,0.2526
201503,040036,Cliente 90,1.29445E+11,0.8739
201504,040012,Cliente 100,1.31226E+11,0.4437
201605,040072,Cliente 6,20247657809,0.1084
201512,040012,Cliente 110,1.39293E+11,0.4314
201607,040002,Cliente 3,12901557754,0.0578
201610,040044,Cliente 16,25042858538,0.2691
201602,040014,Cliente 5,31912804833,0.1262
201510,040044,Cliente 400,65012654077,0.8685
201512,040044,Cliente 4,11382429238,0.1461
201604,040072,Cliente 1,5010724698,0.0272
201607,040012,Cliente 190,1.94266E+11,0.5279
201506,040014,Cliente 1,9550964245,0.0412
201508,040012,Cliente 190,1.61851E+11,0.5269
201502,040036,Cliente 5,29336269390,0.2106
201512,040014,Cliente 6,29266287423,0.1163
201507,040036,Cliente 130,1.38851E+11,0.9231
201509,040002,Cliente 90,88674534020,0.4439
201605,040014,Cliente 300,1.30262E+11,0.5366
201604,040036,Cliente 400,1.53583E+11,0.9845
201505,040012,Cliente 2,16084398928,0.0537
201611,040014,Cliente 170,1.41952E+11,0.4983
201501,040072,Cliente 110,80811876009,0.4708
201504,040002,Cliente 8,25315606517,0.1411
201512,040044,Cliente 80,42811849388,0.5494
201506,040044,Cliente 7,10966877760,0.171
201607,040044,Cliente 8,16304541702,0.1847
201606,040036,Cliente 300,1.56469E+11,0.9794
201603,040072,Cliente 11,32139854855,0.1724
201607,040021,Cliente 18,32103483390,0.2416
201511,040072,Cliente 16,35544613941,0.2023
201609,040036,Cliente 300,1.67899E+11,0.9828
201612,040014,Cliente 100,1.12336E+11,0.4077
201607,040002,Cliente 13,35562103393,0.1592
201508,040014,Cliente 70,78095719636,0.3426
201610,040036,Cliente 19,97821599046,0.5814
201510,040002,Cliente 16,40540119393,0.2025
201604,040012,Cliente 50,1.1005E+11,0.3227
201606,040044,Cliente 10,18238273891,0.2118
201611,040012,Cliente 30,90008862482,0.2314
201605,040036,Cliente 400,1.56299E+11,0.9856
201501,040002,Cliente 110,78883441179,0.4543
201607,040021,Cliente 8,18605492173,0.14
201501,040012,Cliente 50,93640471917,0.3306
201602,040012,Cliente 1000,2.63034E+11,0.7713
201609,040002,Cliente 30,56002446493,0.2447
201607,040072,Cliente 150,1.08613E+11,0.562
201506,040044,Cliente 120,39667048558,0.6186
201510,040044,Cliente 100,44778177963,0.5982
201508,040012,Cliente 2,12553540485,0.0409
201608,040072,Cliente 17,39005905324,0.2066
201504,040014,Cliente 11,37917125445,0.1637
201504,040012,Cliente 16,60023016448,0.203
201609,040036,Cliente 190,1.64447E+11,0.9626
201601,040021,Cliente 40,51716589679,0.3998
201503,040036,Cliente 7,41980980605,0.2834
201511,040002,Cliente 8,31390725193,0.1526
201510,040002,Cliente 7,27011921127,0.1349
201608,040072,Cliente 20,43124834579,0.2284
201502,040072,Cliente 30,44860942159,0.2637
201510,040021,Cliente 14,27339184041,0.2234
201501,040036,Cliente 4,24098760837,0.1708
201511,040044,Cliente 160,52601562351,0.6953
201606,040036,Cliente 4,32269791654,0.202
201507,040036,Cliente 20,83797060247,0.5571
201509,040044,Cliente 120,47710562680,0.6333
201607,040014,Cliente 8,40961006703,0.1521
201506,040002,Cliente 90,76788864328,0.4187
201506,040036,Cliente 1000,1.51011E+11,0.9935
201606,040002,Cliente 3,9235348003,0.0434
201611,040072,Cliente 180,1.1888E+11,0.5931
201612,040014,Cliente 17,52618326626,0.191
201501,040012,Cliente 90,1.18869E+11,0.4197
201506,040021,Cliente 5,14935179176,0.1261
201610,040044,Cliente 10,19960907032,0.2145
201604,040044,Cliente 130,52660967989,0.636
201606,040072,Cliente 13,34925755902,0.185
201609,040002,Cliente 160,1.17578E+11,0.5137
201508,040002,Cliente 3,15206573440,0.0794
201605,040012,Cliente 1,9126282083,0.0259
201501,040012,Cliente 2,12002930221,0.0424
201601,040072,Cliente 11,31898461721,0.1725
201512,040044,Cliente 20,24863962927,0.3191
201501,040036,Cliente 12,56581996656,0.401
201612,040012,Cliente 70,1.39975E+11,0.3588
201511,040012,Cliente 3,17579463125,0.0548
201604,040036,Cliente 60,1.28207E+11,0.8218
201502,040072,Cliente 8,20486115102,0.1204
201612,040036,Cliente 16,99528525175,0.5615
201502,040021,Cliente 150,89654530194,0.7182
201502,040012,Cliente 180,1.50015E+11,0.531
201506,040021,Cliente 110,75476636203,0.6373
201509,040012,Cliente 6,33768239506,0.1065
201604,040036,Cliente 30,1.05141E+11,0.674
201512,040036,Cliente 400,1.49593E+11,0.9878
201506,040021,Cliente 7,18290469698,0.1544
201609,040021,Cliente 14,28016676115,0.206
201611,040014,Cliente 110,1.25217E+11,0.4395
201605,040021,Cliente 1000,1.29076E+11,0.9473
201612,040072,Cliente 70,92929317816,0.4482
201601,040002,Cliente 60,82257689797,0.3796
201602,040012,Cliente 9,46540791573,0.1365
201601,040014,Cliente 12,45717168003,0.1796
201502,040012,Cliente 40,84075080910,0.2976
201606,040036,Cliente 110,1.46311E+11,0.9158
201509,040014,Cliente 30,58052909057,0.2406
201502,040021,Cliente 15,32343966351,0.2591
201512,040072,Cliente 1000,1.43447E+11,0.7882
201505,040072,Cliente 9,23952803219,0.1407
201611,040036,Cliente 11,81830204751,0.4412
201612,040021,Cliente 200,1.07074E+11,0.7665
201608,040014,Cliente 1,13026352481,0.047
201512,040036,Cliente 50,1.19342E+11,0.7881
201603,040014,Cliente 300,1.3071E+11,0.5431
201505,040014,Cliente 130,1.03908E+11,0.4451
201612,040021,Cliente 3,9470988788,0.0678
201512,040036,Cliente 11,61366137234,0.4052
201607,040036,Cliente 50,1.25227E+11,0.7983
